theta0_index,theta1_index,theta0_deg,theta1_deg,periapsis_radius_km,periapsis_time_days,selected_half_manifold_sign,jacobi_drift
2,10,60.0,225.0,659743.2353169459,-290.5189633692126,1.0,1.7763568394002505e-15
2,11,60.0,247.5,659743.6680160277,-290.5188341359368,1.0,2.220446049250313e-15
2,12,60.0,270.0,659744.8520218545,-290.5187133319536,1.0,1.3322676295501878e-15
2,13,60.0,292.5,659746.6129135318,-290.51861955153146,1.0,1.7763568394002505e-15
2,14,60.0,315.0,659748.6783271717,-290.51856692138085,1.0,2.220446049250313e-15
2,15,60.0,337.5,659750.7387318322,-290.5185636263236,1.0,2.220446049250313e-15
3,0,90.0,0.0,506684.6953437366,-298.489992270742,1.0,1.1812772982011666e-13
3,1,90.0,22.5,506686.13212680473,-298.4900440974975,1.0,1.176836406102666e-13
3,2,90.0,45.0,506686.92739869567,-298.490121830285,1.0,1.176836406102666e-13
3,3,90.0,67.5,506686.9624692529,-298.49021375699897,1.0,1.1857181902996672e-13
3,4,90.0,90.0,506686.23411325144,-298.49030599029624,1.0,1.176836406102666e-13
3,5,90.0,112.5,506684.85552356346,-298.490384605675,1.0,1.1812772982011666e-13
3,6,90.0,135.0,506683.02980736416,-298.4904372880009,1.0,1.176836406102666e-13
3,7,90.0,157.5,506681.0383880048,-298.4904561941571,1.0,1.176836406102666e-13
3,8,90.0,180.0,506679.1866749473,-298.49043856032966,1.0,1.1812772982011666e-13
3,9,90.0,202.5,506677.7536065217,-298.49038692017535,1.0,1.1723955140041653e-13
3,10,90.0,225.0,506676.96085302054,-298.49030931489966,1.0,1.176836406102666e-13
3,11,90.0,247.5,506676.9249061224,-298.4902173449579,1.0,1.1812772982011666e-13
3,12,90.0,270.0,506677.65031707496,-298.49012496453014,1.0,1.1723955140041653e-13
3,13,90.0,292.5,506679.03412633436,-298.49004661905354,1.0,1.1857181902996672e-13
3,14,90.0,315.0,506680.85755166726,-298.48999382083696,1.0,1.1812772982011666e-13
