curve_index,time_index,time_nd,time_days,x,y,z,xdot,ydot,zdot,jacobi,curve_jacobi_span,moon_distance_nd,perturbation_sign,perturbation_scale,duration_periods,eigenvalue_abs
0,46,1.332532069200235,5.78585424446742,0.8369236502434987,1.745158271426531e-06,-9.923162956479582e-05,-3.573539145715533e-06,-8.14558534257199e-05,-2.666319117012693e-05,3.188341060505325,1.820765760385257e-14,0.1509257967786843,-1,1e-07,2.5,3360.637129803173
1,46,1.332532069200235,5.78585424446742,0.8369215121730749,-2.14732684802572e-05,-9.923315571553877e-05,-1.868284328651962e-05,-6.355111098493759e-05,-2.66572427344722e-05,3.188341060505348,1.953992523340276e-14,0.1509279363671142,-1,1e-07,2.5,3360.637129803173
2,46,1.332532069200235,5.78585424446742,0.8369157134479545,-3.432906111463827e-05,-9.923594748842558e-05,-2.70521280280199e-05,-1.499538167314695e-05,-2.665344756100874e-05,3.188341060505432,1.687538997430238e-14,0.150933737469242,-1,1e-07,2.5,3360.637129803173
3,46,1.332532069200235,5.78585424446742,0.8369089665590506,-3.080718906087038e-05,-9.923871058887404e-05,-2.476338575995731e-05,4.148902626460685e-05,-2.665356797457936e-05,3.188341060505473,1.643130076445232e-14,0.1509404835984225,-1,1e-07,2.5,3360.637129803173
4,46,1.332532069200235,5.78585424446742,0.8369044287292732,-1.255619252230707e-05,-9.924014610867821e-05,-1.288334629690546e-05,7.947305017674323e-05,-2.665751775675473e-05,3.188341060505473,1.865174681370263e-14,0.1509450188065015,-1,1e-07,2.5,3360.637129803173
5,46,1.332532069200235,5.78585424446742,0.8369042241659956,1.188420386800934e-05,-9.923956822673376e-05,3.028714248187846e-06,8.118617489217179e-05,-2.6663451699379e-05,3.188341060505466,1.820765760385257e-14,0.1509452233149515,-1,1e-07,2.5,3360.637129803173
6,46,1.332532069200235,5.78585424446742,0.8369084486221282,3.107869531522101e-05,-9.923724845788717e-05,1.552298951156198e-05,4.58271332931571e-05,-2.666862412712025e-05,3.188341060505409,1.820765760385257e-14,0.1509410015899197,-1,1e-07,2.5,3360.637129803173
7,46,1.332532069200235,5.78585424446742,0.8369151245259068,3.604612497163236e-05,-9.923428678421578e-05,1.875225473887566e-05,-1.006165964819071e-05,-2.667062277500677e-05,3.188341060505336,2.087219286295294e-14,0.1509343267903575,-1,1e-07,2.5,3360.637129803173
8,46,1.332532069200235,5.78585424446742,0.8369211278138098,2.446151570822135e-05,-9.923207289432957e-05,1.120947383393068e-05,-6.033050914353433e-05,-2.666848401955447e-05,3.188341060505325,1.687538997430238e-14,0.1509283211803144,-1,1e-07,2.5,3360.637129803173
0,47,1.36150015766111,5.911633684564539,0.8369235184793703,-6.125873897292354e-07,-9.978918898359825e-05,-5.528966988923772e-06,-8.126031542287339e-05,-1.181768686568263e-05,3.188341060505325,1.820765760385257e-14,0.150925928901555,-1,1e-07,2.5,3360.637129803173
1,47,1.36150015766111,5.911633684564539,0.836920947937741,-2.325967509837969e-05,-9.979054580091608e-05,-2.026674687310741e-05,-5.973399506743023e-05,-1.181196231323299e-05,3.188341060505348,1.953992523340276e-14,0.1509285012345571,-1,1e-07,2.5,3360.637129803173
2,47,1.36150015766111,5.911633684564539,0.8369149202038138,-3.468059222695864e-05,-9.979323751678537e-05,-2.770254089857158e-05,-9.261538513777802e-06,-1.18088600102781e-05,3.188341060505432,1.687538997430238e-14,0.1509345311609876,-1,1e-07,2.5,3360.637129803173
3,47,1.36150015766111,5.911633684564539,0.8369082549875861,-2.953177361415413e-05,-9.979601623011891e-05,-2.435461990295701e-05,4.653806338614528e-05,-1.180981576161426e-05,3.188341060505473,1.643130076445232e-14,0.1509411952822321,-1,1e-07,2.5,3360.637129803173
4,47,1.36150015766111,5.911633684564539,0.8369040714151508,-1.022300336451533e-05,-9.979757487828519e-05,-1.178552650808621e-05,8.155648649942549e-05,-1.181435365704056e-05,3.188341060505473,1.865174681370263e-14,0.1509453763120094,-1,1e-07,2.5,3360.637129803173
5,47,1.36150015766111,5.911633684564539,0.8369043279106572,1.421112519235644e-05,-9.979717015174883e-05,4.122458856700406e-06,7.941078690489011e-05,-1.182035603022777e-05,3.188341060505466,1.820765760385257e-14,0.1509451201390792,-1,1e-07,2.5,3360.637129803173
6,47,1.36150015766111,5.911633684564539,0.8369089043656295,3.233824464846551e-05,-9.979499343591856e-05,1.592144464596705e-05,4.110495567942482e-05,-1.182504496223168e-05,3.18834106050541,1.820765760385257e-14,0.1509405464788484,-1,1e-07,2.5,3360.637129803173
7,47,1.36150015766111,5.911633684564539,0.8369156584832762,3.567656078512054e-05,-9.979207796715543e-05,1.809013089505677e-05,-1.543981405242669e-05,-1.18262316141783e-05,3.188341060505336,2.087219286295294e-14,0.1509337931130726,-1,1e-07,2.5,3360.637129803173
8,47,1.36150015766111,5.911633684564539,0.8369214297210558,2.266334398791233e-05,-9.978979097927428e-05,9.617934553649596e-06,-6.376656598061002e-05,-1.182333155752508e-05,3.188341060505324,1.687538997430238e-14,0.1509280193601311,-1,1e-07,2.5,3360.637129803173
0,48,1.390468246121985,6.037413124661657,0.8369233296298252,-2.958920589456629e-06,-9.99158085871635e-05,-7.5140703219917e-06,-8.066786237757032e-05,3.078822232727435e-06,3.188341060505325,1.820765760385257e-14,0.1509261178625919,-1,1e-07,2.5,3360.637129803173
1,48,1.390468246121985,6.037413124661657,0.8369203383590318,-2.493114513070147e-05,-9.991700410267573e-05,-2.181299450568279e-05,-5.561838438882686e-05,3.084216973737225e-06,3.188341060505347,1.953992523340276e-14,0.1509291111636353,-1,1e-07,2.5,3360.637129803173
2,48,1.390468246121985,6.037413124661657,0.8369141091610077,-3.48649849145667e-05,-9.991961669360142e-05,-2.828127513322335e-05,-3.459935414755014e-06,3.086569106894748e-06,3.188341060505432,1.687538997430238e-14,0.1509353423296861,-1,1e-07,2.5,3360.637129803173
3,48,1.390468246121985,6.037413124661657,0.8369075560905561,-2.811276039456348e-05,-9.99224349925037e-05,-2.388942685451615e-05,5.13998108748453e-05,3.08479603983824e-06,3.188341060505473,1.643130076445232e-14,0.1509418939917716,-1,1e-07,2.5,3360.637129803173
4,48,1.390468246121985,6.037413124661657,0.8369037459110453,-7.834475893826545e-06,-9.992413260226448e-05,-1.068874284096321e-05,8.329259231620853e-05,3.079754731666141e-06,3.188341060505473,1.865174681370263e-14,0.1509457017569009,-1,1e-07,2.5,3360.637129803173
5,48,1.390468246121985,6.037413124661657,0.8369044622928704,1.648170161559709e-05,-9.992390139477342e-05,5.142399891971835e-06,7.729787948301027e-05,3.073795719345864e-06,3.188341060505467,1.820765760385257e-14,0.1509449860715844,-1,1e-07,2.5,3360.637129803173
6,48,1.390468246121985,6.037413124661657,0.8369093698161881,3.345859043135019e-05,-9.992185244608608e-05,1.619215441987782e-05,3.622033327876415e-05,3.069677082502372e-06,3.18834106050541,1.820765760385257e-14,0.1509400813565161,-1,1e-07,2.5,3360.637129803173
7,48,1.390468246121985,6.037413124661657,0.8369161712700556,3.515252839409936e-05,-9.991895931739541e-05,1.729039353831419e-05,-2.072195203362513e-05,3.069323654149843e-06,3.188341060505336,2.087219286295294e-14,0.1509332802874052,-1,1e-07,2.5,3360.637129803173
8,48,1.390468246121985,6.037413124661657,0.836921684085471,2.077018545238713e-05,-9.991657793580212e-05,7.927526608430377e-06,-6.688568266017674e-05,3.072930520023904e-06,3.188341060505324,1.687538997430238e-14,0.1509277648072524,-1,1e-07,2.5,3360.637129803173
0,49,1.419436334582859,6.163192564758774,0.8369230828974203,-5.282346321656705e-06,-9.961094259018288e-05,-9.524602721492262e-06,-7.967896338604527e-05,1.796199484651685e-05,3.188341060505325,1.820765760385257e-14,0.1509263644568589,-1,1e-07,2.5,3360.637129803173
1,49,1.419436334582859,6.163192564758774,0.8369196845617232,-2.647926908801795e-05,-9.961198782379757e-05,-2.331934026970564e-05,-5.12208549129587e-05,1.796695969423341e-05,3.188341060505347,1.953992523340276e-14,0.1509297650228408,-1,1e-07,2.5,3360.637129803173
2,49,1.419436334582859,6.163192564758774,0.8369132823662661,-3.48806278131183e-05,-9.961454369103544e-05,-2.879050141876156e-05,2.385147575796791e-06,1.796851767269061e-05,3.188341060505432,1.687538997430238e-14,0.150936168926189,-1,1e-07,2.5,3360.637129803173
3,49,1.419436334582859,6.163192564758774,0.8369068714035345,-2.655586684811901e-05,-9.961742481458683e-05,-2.337475206818384e-05,5.605428864171796e-05,1.796595984183985e-05,3.188341060505473,1.643130076445232e-14,0.1509425781950868,-1,1e-07,2.5,3360.637129803173
4,49,1.419436334582859,6.163192564758774,0.8369034520453671,-5.400758388654703e-06,-9.96192746319491e-05,-9.602834279376007e-06,8.467567452052498e-05,1.796050878155603e-05,3.188341060505472,1.865174681370263e-14,0.150945995314314,-1,1e-07,2.5,3360.637129803173
5,49,1.419436334582859,6.163192564758774,0.8369046250374077,1.86863240582495e-05,-9.961921407519087e-05,6.079050453551112e-06,7.485935029239841e-05,1.795470414655706e-05,3.188341060505466,1.820765760385257e-14,0.1509448233825145,-1,1e-07,2.5,3360.637129803173
6,49,1.419436334582859,6.163192564758774,0.8369098411851091,3.443538066696542e-05,-9.961727523687907e-05,1.632906330126652e-05,3.119783302247518e-05,1.795123245287431e-05,3.18834106050541,1.820765760385257e-14,0.1509396100060719,-1,1e-07,2.5,3360.637129803173
7,49,1.419436334582859,6.163192564758774,0.8369166588824946,3.447719215246233e-05,-9.961438018236379e-05,1.635188118997442e-05,-2.588168678135944e-05,1.79517186692792e-05,3.188341060505337,2.087219286295294e-14,0.1509327923179831,-1,1e-07,2.5,3360.637129803173
8,49,1.419436334582859,6.163192564758774,0.8369218880849908,1.879146338118234e-05,-9.961188487410433e-05,6.141153034796054e-06,-6.9671359048395e-05,1.795596531297914e-05,3.188341060505325,1.687538997430238e-14,0.1509275603470401,-1,1e-07,2.5,3360.637129803173
0,50,1.448404423043734,6.288972004855892,0.8369227776032926,-7.571406650548417e-06,-9.887590888265167e-05,-1.155663298595801e-05,-7.829570495235483e-05,3.276754770906206e-05,3.188341060505325,1.820765760385257e-14,0.1509266693650654,-1,1e-07,2.5,3360.637129803173
1,50,1.448404423043734,6.288972004855892,0.8369189877268796,-2.789613372270513e-05,-9.887681764718063e-05,-2.478415148015466e-05,-4.655907605494677e-05,3.277199020487961e-05,3.188341060505348,1.953992523340276e-14,0.1509304616293358,-1,1e-07,2.5,3360.637129803173
2,50,1.448404423043734,6.288972004855892,0.83691244179265,-3.47266132586117e-05,-9.887934026357891e-05,-2.923313959597011e-05,8.249427317377702e-06,3.277272413880508e-05,3.188341060505432,1.687538997430238e-14,0.1509370089806615,-1,1e-07,2.5,3360.637129803173
3,50,1.448404423043734,6.288972004855892,0.8369062022513724,-2.48673729069102e-05,-9.888230630411396e-05,-2.281819939093403e-05,6.048265950655327e-05,3.276942804791417e-05,3.188341060505473,1.643130076445232e-14,0.1509432465761121,-1,1e-07,2.5,3360.637129803173
4,50,1.448404423043734,6.288972004855892,0.836903189355954,-2.932137941742044e-06,-9.888431875203708e-05,-8.538021960343339e-06,8.570184873390898e-05,3.276366819343247e-05,3.188341060505473,1.865174681370263e-14,0.1509462574522744,-1,1e-07,2.5,3360.637129803173
5,50,1.448404423043734,6.288972004855892,0.8369048135934811,2.081575257756031e-05,-9.888442279682424e-05,6.922873391488991e-06,7.210878052420996e-05,3.275812620613435e-05,3.188341060505466,1.820765760385257e-14,0.1509446346219652,-1,1e-07,2.5,3360.637129803173
6,50,1.448404423043734,6.288972004855892,0.83691031451092,3.526498721039743e-05,-9.888257435547253e-05,1.632629631691577e-05,2.606284757212276e-05,3.275536659114911e-05,3.18834106050541,1.820765760385257e-14,0.1509391363888214,-1,1e-07,2.5,3360.637129803173
7,50,1.448404423043734,6.288972004855892,0.836917117286206,3.365447576548269e-05,-9.887965313938078e-05,1.527363469778554e-05,-3.089299552821124e-05,3.275668395296785e-05,3.188341060505336,2.087219286295294e-14,0.1509323332455673,-1,1e-07,2.5,3360.637129803173
8,50,1.448404423043734,6.288972004855892,0.8369220389818605,1.673705991324285e-05,-9.887702648077926e-05,4.261723213671289e-06,-7.210842421140687e-05,3.276149199409208e-05,3.188341060505325,1.687538997430238e-14,0.1509274087251832,-1,1e-07,2.5,3360.637129803173
0,51,1.477372511504609,6.41475144495301,0.8369224131772083,-9.814727191588063e-06,-9.771388332211918e-05,-1.360660202749941e-05,-7.652176380188267e-05,4.743153347105052e-05,3.188341060505325,1.820765760385257e-14,0.150927033163484,-1,1e-07,2.5,3360.637129803173
1,51,1.477372511504609,6.41475144495301,0.8369182490734194,-2.917435229305392e-05,-9.771467197831049e-05,-2.620645516774953e-05,-4.165171221832692e-05,4.743537042093676e-05,3.188341060505347,1.953992523340276e-14,0.1509311997674253,-1,1e-07,2.5,3360.637129803173
2,51,1.477372511504609,6.41475144495301,0.8369115893174762,-3.440273551658235e-05,-9.771718547170402e-05,-2.961288442303775e-05,1.410874623205812e-05,4.743526504586168e-05,3.188341060505432,1.687538997430238e-14,0.1509378606246088,-1,1e-07,2.5,3360.637129803173
3,51,1.477372511504609,6.41475144495301,0.8369055497290646,-2.30540863696259e-05,-9.772025698203059e-05,-2.222803534152676e-05,6.466733290776243e-05,4.743129032486412e-05,3.188341060505473,1.643130076445232e-14,0.1509438980536537,-1,1e-07,2.5,3360.637129803173
4,51,1.477372511504609,6.41475144495301,0.8369029570791182,-4.389875358780398e-07,-9.772243947472221e-05,-7.504901377682759e-06,8.636907468816535e-05,4.742532813913155e-05,3.188341060505473,1.865174681370263e-14,0.1509464889445503,-1,1e-07,2.5,3360.637129803173
5,51,1.477372511504609,6.41475144495301,0.8369050251333614,2.286116450749194e-05,-9.77226989985442e-05,7.664285936863001e-06,6.90613904932348e-05,4.742015240143753e-05,3.188341060505466,1.820765760385257e-14,0.1509444226214797,-1,1e-07,2.5,3360.637129803173
6,51,1.477372511504609,6.41475144495301,0.8369107856644341,3.594452826805383e-05,-9.772091953485797e-05,1.617814681187609e-05,2.08414969115487e-05,4.741815733141675e-05,3.18834106050541,1.820765760385257e-14,0.1509386646391671,-1,1e-07,2.5,3360.637129803173
7,51,1.477372511504609,6.41475144495301,0.8369175424215346,3.268905026781864e-05,-9.771794838225404e-05,1.405486251452685e-05,-3.573032090638268e-05,4.742028256972023e-05,3.188341060505337,2.087219286295294e-14,0.1509319071415656,-1,1e-07,2.5,3360.637129803173
8,51,1.477372511504609,6.41475144495301,0.8369221341220691,1.46172767740475e-05,-9.771517536796706e-05,2.292100593137756e-06,-7.418308818077657e-05,4.74255636709665e-05,3.188341060505324,1.687538997430238e-14,0.1509273126081173,-1,1e-07,2.5,3360.637129803173
0,52,1.506340599965483,6.540530885050128,0.8369219891459387,-1.20010626760214e-05,-9.612988599372859e-05,-1.567138143979488e-05,-7.436237080271387e-05,6.189061715050543e-05,3.188341060505325,1.820765760385257e-14,0.1509274563354716,-1,1e-07,2.5,3360.637129803173
1,52,1.506340599965483,6.540530885050128,0.8369174698383253,-3.03070918852309e-05,-9.613057316007154e-05,-2.758598493599985e-05,-3.651831816771473e-05,6.189377610161974e-05,3.188341060505348,1.953992523340276e-14,0.1509319782082983,-1,1e-07,2.5,3360.637129803173
2,52,1.506340599965483,6.540530885050128,0.8369107266994984,-3.390948526828221e-05,-9.613310188505978e-05,-2.993423116903872e-05,1.993920199633115e-05,6.18928310489651e-05,3.188341060505432,1.687538997430238e-14,0.1509387221135476,-1,1e-07,2.5,3360.637129803173
3,52,1.506340599965483,6.540530885050128,0.836904914682488,-2.112330533613744e-05,-9.613629751300942e-05,-2.161319372036562e-05,6.859206452967573e-05,6.18882493954304e-05,3.188341060505473,1.643130076445232e-14,0.1509445318004145,-1,1e-07,2.5,3360.637129803173
4,52,1.506340599965483,6.540530885050128,0.8369027541388947,2.068287806774804e-06,-9.613865432363212e-05,-6.514436243600408e-06,8.667718480033683e-05,6.188219495657317e-05,3.188341060505473,1.865174681370263e-14,0.1509466908812339,-1,1e-07,2.5,3360.637129803173
5,52,1.506340599965483,6.540530885050128,0.8369052565510861,2.481420122655864e-05,-9.613905729277722e-05,8.29366115409789e-06,6.573398936203719e-05,6.187748256229051e-05,3.188341060505466,1.820765760385257e-14,0.15094419049528,-1,1e-07,2.5,3360.637129803173
6,52,1.506340599965483,6.540530885050128,0.8369112503533991,3.647188802004083e-05,-9.6137324062651e-05,1.587906005715738e-05,1.556052822352735e-05,6.187629090221774e-05,3.18834106050541,1.820765760385257e-14,0.1509381990598703,-1,1e-07,2.5,3360.637129803173
7,52,1.506340599965483,6.540530885050128,0.8369179302078593,3.15863191181183e-05,-9.613428008190324e-05,1.269490184738099e-05,-4.036866856749303e-05,6.187918639172628e-05,3.188341060505336,2.087219286295294e-14,0.1509315181035182,-1,1e-07,2.5,3360.637129803173
8,52,1.506340599965483,6.540530885050128,0.8369221709332239,1.244279461722105e-05,-9.613134839102034e-05,2.350472594167245e-07,-7.588298578749356e-05,6.188484382798022e-05,3.188341060505324,1.687538997430238e-14,0.1509272745849264,-1,1e-07,2.5,3360.637129803173
0,53,1.535308688426358,6.666310325147246,0.8369215051199164,-1.411934134182128e-05,-9.413075949758198e-05,-1.774833376136877e-05,-7.182426602339135e-05,7.608234992920936e-05,3.188341060505325,1.820765760385257e-14,0.1509279392846393,-1,1e-07,2.5,3360.637129803173
1,53,1.535308688426358,6.666310325147246,0.8369166512554926,-3.128809761921018e-05,-9.413136572004333e-05,-2.892322825921382e-05,-3.117922857926869e-05,7.608477045558115e-05,3.188341060505348,1.953992523340276e-14,0.1509327957310467,-1,1e-07,2.5,3360.637129803173
2,53,1.535308688426358,6.666310325147246,0.8369098555553476,-3.324804033042859e-05,-9.413393382575707e-05,-3.020250120597607e-05,2.571727781386869e-05,7.608300025867092e-05,3.188341060505432,1.687538997430238e-14,0.150939591850325,-1,1e-07,2.5,3360.637129803173
3,53,1.535308688426358,6.666310325147246,0.8369042976889967,-1.908277781907397e-05,-9.413726998255027e-05,-2.0983280814485e-05,7.224205152947175e-05,7.607789416519279e-05,3.188341060505473,1.643130076445232e-14,0.1509451472620801,-1,1e-07,2.5,3360.637129803173
4,53,1.535308688426358,6.666310325147246,0.8369025791364404,4.579305604544413e-06,-9.413980216668441e-05,-5.577954324152804e-06,8.662790594654795e-05,7.607185921257007e-05,3.188341060505473,1.865174681370263e-14,0.1509468646791021,-1,1e-07,2.5,3360.637129803173
5,53,1.535308688426358,6.666310325147246,0.8369055044611583,2.666701338855185e-05,-9.414033385005702e-05,8.801325923722743e-06,6.214491935634716e-05,7.606769902319324e-05,3.188341060505466,1.820765760385257e-14,0.1509439416414314,-1,1e-07,2.5,3360.637129803173
6,53,1.535308688426358,6.666310325147246,0.8369117041266081,3.684573332445689e-05,-9.413862318918049e-05,1.542361249530496e-05,1.024721464462778e-05,7.606733534612304e-05,3.18834106050541,1.820765760385257e-14,0.1509377441177573,-1,1e-07,2.5,3360.637129803173
7,53,1.535308688426358,6.666310325147246,0.8369182765467087,3.03524005269416e-05,-9.413548477876148e-05,1.119317556649537e-05,-4.478370048210032e-05,7.607094977347204e-05,3.188341060505336,2.087219286295294e-14,0.1509311702516807,-1,1e-07,2.5,3360.637129803173
8,53,1.535308688426358,6.666310325147246,0.8369221469207725,1.022463121534767e-05,-9.413238499322174e-05,-1.906834676782126e-06,-7.719721222668844e-05,7.607688015000799e-05,3.188341060505325,1.687538997430238e-14,0.150927297170824,-1,1e-07,2.5,3360.637129803173
0,54,1.564276776887233,6.792089765244363,0.8369209607781185,-1.615870789501601e-05,-9.172513935752114e-05,-1.983537447765046e-05,-6.891564498479955e-05,8.994543910895503e-05,3.188341060505325,1.820765760385257e-14,0.1509284823497288,-1,1e-07,2.5,3360.637129803173
1,54,1.564276776887233,6.792089765244363,0.8369157945332,-3.211171357516416e-05,-9.172568674508337e-05,-3.021947432084043e-05,-2.565544212653313e-05,8.99470738833944e-05,3.188341060505347,1.953992523340276e-14,0.1509336511449792,-1,1e-07,2.5,3360.637129803173
2,54,1.564276776887233,6.792089765244363,0.8369089773352286,-3.242025259819738e-05,-9.172831774661491e-05,-3.042386779551325e-05,3.141997282197688e-05,8.994450771890462e-05,3.188341060505432,1.687538997430238e-14,0.1509404684090915,-1,1e-07,2.5,3360.637129803173
3,54,1.564276776887233,6.792089765244363,0.8369036990378569,-1.69406586640882e-05,-9.173180831492314e-05,-2.034858149032115e-05,7.560402307728259e-05,8.99389690090375e-05,3.188341060505473,1.643130076445232e-14,0.1509457441764898,-1,1e-07,2.5,3360.637129803173
4,54,1.564276776887233,6.792089765244363,0.8369024303395208,7.083761028884314e-06,-9.173451369114303e-05,-4.707145584937291e-06,8.622487448316898e-05,8.993306495984932e-05,3.188341060505472,1.865174681370263e-14,0.1509470120918258,-1,1e-07,2.5,3360.637129803173
5,54,1.564276776887233,6.792089765244363,0.836905765197136,2.841230446231e-05,-9.173515692198466e-05,9.177555146524366e-06,5.831399487357554e-05,8.992953602632612e-05,3.188341060505466,1.820765760385257e-14,0.1509436797430418,-1,1e-07,2.5,3360.637129803173
6,54,1.564276776887233,6.792089765244363,0.8369121423773441,3.706552747990611e-05,-9.173344466680553e-05,1.480648640575581e-05,4.929253508446173e-06,8.993001017640829e-05,3.188341060505409,1.820765760385257e-14,0.1509373044400031,-1,1e-07,2.5,3360.637129803173
7,54,1.564276776887233,6.792089765244363,0.8369185773235667,2.89941071515013e-05,-9.173019189917728e-05,9.549144760259328e-06,-4.895182334385594e-05,8.993427945162716e-05,3.188341060505337,2.087219286295294e-14,0.1509308677268308,-1,1e-07,2.5,3360.637129803173
8,54,1.564276776887233,6.792089765244363,0.8369220596624816,7.97409874410544e-06,-9.17269176706188e-05,-4.131164928196708e-06,-7.811635004173945e-05,8.994037454089092e-05,3.188341060505325,1.687538997430238e-14,0.1509273828123093,-1,1e-07,2.5,3360.637129803173
0,55,1.593244865348107,6.917869205341481,0.83692035585113,-1.81085647874939e-05,-8.892341667955535e-05,-2.193103582059887e-05,-6.564609619179733e-05,0.0001034200130579711,3.188341060505325,1.820765760385257e-14,0.1509290858212468,-1,1e-07,2.5,3360.637129803173
1,55,1.593244865348107,6.917869205341481,0.836914900830184,-3.277290028734605e-05,-8.89239285120343e-05,-3.147686251554902e-05,-1.996850047166652e-05,0.0001034208286911899,3.188341060505348,1.953992523340276e-14,0.1509345433132516,-1,1e-07,2.5,3360.637129803173
2,55,1.593244865348107,6.917869205341481,0.8369080932978644,-3.142863121392427e-05,-8.892664487313869e-05,-3.060538229281092e-05,3.70249321964878e-05,0.0001034175098606838,3.188341060505432,1.687538997430238e-14,0.1509413505599433,-1,1e-07,2.5,3360.637129803173
3,55,1.593244865348107,6.917869205341481,0.8369031187104868,-1.470546391832358e-05,-8.893030096002064e-05,-1.972006648966678e-05,7.866632595690841e-05,0.0001034116380594322,3.188341060505473,1.643130076445232e-14,0.1509463225929324,-1,1e-07,2.5,3360.637129803173
4,55,1.593244865348107,6.917869205341481,0.8369023056720131,9.571482355390012e-06,-8.893317414792787e-05,-3.914063000684212e-06,8.547364460689263e-05,0.0001034059740310443,3.188341060505473,1.865174681370263e-14,0.1509471352201029,-1,1e-07,2.5,3360.637129803173
5,55,1.593244865348107,6.917869205341481,0.8369060348099925,3.004337243884974e-05,-8.893390962880077e-05,9.412561854092747e-06,5.426243692205418e-05,0.0001034031441895235,3.188341060505466,1.820765760385257e-14,0.1509434087696188,-1,1e-07,2.5,3360.637129803173
6,55,1.593244865348107,6.917869205341481,0.8369125603460211,3.713154104042973e-05,-8.893217154637194e-05,1.4022439763126e-05,-3.653352977461192e-07,0.0001034044511065026,3.188341060505409,1.820765760385257e-14,0.1509368848111334,-1,1e-07,2.5,3360.637129803173
7,55,1.593244865348107,6.917869205341481,0.8369188284082385,2.75189233072445e-05,-8.892878652213453e-05,7.762256808135807e-06,-5.285027151303222e-05,0.0001034092995015649,3.188341060505336,2.087219286295294e-14,0.150930614689438,-1,1e-07,2.5,3360.637129803173
8,55,1.593244865348107,6.917869205341481,0.8369219068010745,5.702760412470612e-06,-8.892533468421028e-05,-6.435850173203905e-06,-7.863248724330851e-05,0.0001034154481658908,3.188341060505325,1.687538997430238e-14,0.1509275338941019,-1,1e-07,2.5,3360.637129803173
0,56,1.622212953808982,7.0436486454386,0.8369196901023308,-1.99586115602342e-05,-8.573769322174252e-05,-2.403453245336931e-05,-6.20265300564808e-05,0.0001164478799998977,3.188341060505325,1.820765760385257e-14,0.1509297499599186,-1,1e-07,2.5,3360.637129803173
1,56,1.622212953808982,7.0436486454386,0.8369139712302988,-3.326724866336061e-05,-8.573819353685385e-05,-3.269843176758831e-05,-1.414036254158605e-05,0.0001164478576319662,3.188341060505348,1.953992523340276e-14,0.15093547117784,-1,1e-07,2.5,3360.637129803173
2,56,1.622212953808982,7.0436486454386,0.8369072044846719,-3.027632197637543e-05,-8.574101627132736e-05,-3.07550010242775e-05,4.251057653499699e-05,0.0001164438427927781,3.188341060505432,1.687538997430238e-14,0.1509422372942549,-1,1e-07,2.5,3360.637129803173
3,56,1.622212953808982,7.0436486454386,0.8369025563604647,-1.23860227933921e-05,-8.574484601041919e-05,-1.910940127250473e-05,8.141900501076963e-05,0.0001164377433605695,3.188341060505473,1.643130076445232e-14,0.1509468828916131,-1,1e-07,2.5,3360.637129803173
4,56,1.622212953808982,7.0436486454386,0.8369022027033424,1.203248656209406e-05,-8.574787852545886e-05,-3.211126403330679e-06,8.43816901893133e-05,0.0001164324242336161,3.188341060505473,1.865174681370263e-14,0.1509472365218044,-1,1e-07,2.5,3360.637129803173
5,56,1.622212953808982,7.0436486454386,0.8369063090661277,3.155414957736041e-05,-8.574868517108325e-05,9.496482891930022e-06,5.001280336367643e-05,0.0001164303489000963,3.188341060505466,1.820765760385257e-14,0.1509431329787098,-1,1e-07,2.5,3360.637129803173
6,56,1.622212953808982,7.0436486454386,0.8369129531218792,3.704485969535669e-05,-8.5746897390163e-05,1.306627105231311e-05,-5.608310224591286e-06,0.0001164324687084559,3.18834106050541,1.820765760385257e-14,0.1509364901708943,-1,1e-07,2.5,3360.637129803173
7,56,1.622212953808982,7.0436486454386,0.8369190256536454,2.593497986251372e-05,-8.57433645561715e-05,5.831888835768436e-06,-5.645718394533132e-05,0.0001164378102027163,3.188341060505336,2.087219286295294e-14,0.1509304153203335,-1,1e-07,2.5,3360.637129803173
8,56,1.622212953808982,7.0436486454386,0.8369216860349351,3.42238669959203e-06,-8.573973518033423e-05,-8.819152574512963e-06,-7.873922630569617e-05,0.0001164439003687949,3.188341060505325,1.687538997430238e-14,0.1509277527479578,-1,1e-07,2.5,3360.637129803173
0,57,1.651181042269857,7.169428085535717,0.8369189633071518,-2.169888200451277e-05,-8.218172907019474e-05,-2.614582915254258e-05,-5.806909934924948e-05,0.0001289727795247428,3.188341060505325,1.820765760385257e-14,0.1509304750170211,-1,1e-07,2.5,3360.637129803173
1,57,1.651181042269857,7.169428085535717,0.8369130067157314,-3.359099019781494e-05,-8.218224223720598e-05,-3.3888170852807e-05,-8.193274474961715e-06,0.0001289719151584157,3.188341060505347,1.953992523340276e-14,0.150936433785889,-1,1e-07,2.5,3360.637129803173
2,57,1.651181042269857,7.169428085535717,0.8369063116931461,-2.89670830173575e-05,-8.218519053601465e-05,-3.088161312625057e-05,4.785623011685215e-05,0.000128967273317594,3.188341060505432,1.687538997430238e-14,0.150943127850737,-1,1e-07,2.5,3360.637129803173
3,57,1.651181042269857,7.169428085535717,0.8369020112932529,-9.991427374886479e-06,-8.218919894248012e-05,-1.852895677908718e-05,8.38538782512653e-05,0.0001289610557790791,3.188341060505473,1.643130076445232e-14,0.1509474258033518,-1,1e-07,2.5,3360.637129803173
